券種,組み合わせ,配当,人気
単勝,2,320,1
複勝,2,150,1
複勝,1,370,7
複勝,9,180,4
枠連,1-2,2060,8
馬連,1-2,2250,9
ワイド,1-2,860,10
ワイド,2-9,450,5
ワイド,1-9,1290,16
馬単,2-1,3600,14
3連複,1-2-9,4630,19
3連単,2-1-9,24530,84
