馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ラエール,牝5,上野,美浦・土田,差し,13.1,6,3,障害3歳以上未勝利,13.3,420(+2),新潟,21,中2週,Y,,3,エイシンフラッシュ,ディープインパクト,,
2,2,ウインエタンセル,牡4,小野寺,栗東・西園翔,先行,7.3,3,2,障害3歳以上未勝利,13.2,488(0),新潟,21,中2週,Y,,3,ビーチパトロール,ブラックホーク,,
3,3,パクスオトマニカ,牡4,草野,美浦・久保田,差し,10.4,5,,,0.0,488(+12),中京,98,中13週,Y,,3,ヴィクトワールピサ,ディープインパクト,,
4,3,モーソンピーク,牡7,五十嵐,美浦・国枝,差し,7.7,4,4,障害3歳以上未勝利,13.4,504(+8),福島,132,中18週,Y,,3,ディープインパクト,Fastnet Rock,,
5,4,モントライゼ,牡6,高田,栗東・松永幹,差し,19.1,8,16,,37.7,516(-4),函館,139,中19週,Y,,3,ダイワメジャー,Nayef,,
6,4,ノアフェイス,牡3,土田,美浦・武藤,差し,257.4,14,9,障害3歳以上未勝利,13.8,512(-2),新潟,35,中4週,Y,,2,アメリカンペイトリオット,ダイワメジャー,,
7,5,アークデトリオンフ,牡5,石神深,美浦・和田郎,差し,140.9,12,13,4歳以上1勝クラス,38.7,492(-4),小倉,300,中42週,Y,Y,3,ルーラーシップ,ネオユニヴァース,,
8,5,ミラクルジニア,牡3,,美浦・粕谷,,105.0,11,15,3歳未勝利,41.8,462(0),新潟,83,中11週,Y,,3,ダンカーク,ネオユニヴァース,,
9,6,プラチナムレイアー,セ6,小牧加,栗東・河嶋,先行,13.9,7,3,障害3歳以上未勝利,13.5,486(-2),福島,13,中1週,Y,,3,マツリダゴッホ,アグネスデジタル,,B
10,6,ゴールデンルーキー,牡3,江田勇,美浦・粕谷,追込,192.1,13,5,障害3歳以上未勝利,13.7,470(+6),福島,13,中1週,Y,,3,Catholic Boy,Mineshaft,,
11,7,タロントゥーズ,牡4,森一,栗東・大久保,差し,3.0,1,3,障害3歳以上未勝利,13.4,466(0),新潟,27,中3週,Y,,3,ダイワメジャー,ワークフォース,,
12,7,マイネルエール,セ5,大江圭,美浦・蛯名利,先行,3.7,2,2,障害3歳以上未勝利,13.4,466(+2),福島,13,中1週,Y,,2,スクリーンヒーロー,ロージズインメイ,,
13,8,アルマドラード,セ6,坂口,美浦・小笠,先行,20.4,9,8,障害3歳以上未勝利,13.3,510(-12),福島,140,中19週,Y,,3,キングカメハメハ,シンボリクリスエス,,
14,8,ショウナンアキドン,牡4,黒岩,栗東・高野,先行,63.2,10,9,4歳以上1勝クラス,36.5,476(+12),福島,217,中30週,Y,Y,3,ドゥラメンテ,アグネスタキオン,,
