コーナー,通過順
1コーナー,"13,16(2,11)-(3,10)-6(4,7,15)12(5,14)9,8-1"
2コーナー,"13,16,2,11-(3,10)6(7,15)4(5,12)14(8,9)1"
3コーナー,"(13,*16)11(2,6)(3,10,15)(7,12)(4,5,14)(8,9)1"
4コーナー,"16(13,11)(2,6)3(7,12)15(4,14)(8,5,9)10,1"
