券種,組み合わせ,配当,人気
単勝,5,290,1
複勝,5,130,1
複勝,7,190,5
複勝,4,160,4
馬連,5-7,1030,5
ワイド,5-7,370,5
ワイド,4-5,280,3
ワイド,4-7,500,8
馬単,5-7,1920,9
3連複,4-5-7,1120,4
3連単,5-7-4,5910,18
