馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,シンドリームシン,牡3,Ｍデム,栗東・武幸,差し,18.0,6,15,,33.5,484(-10),阪神,92,中12週,Y,,3,キズナ,Harlan's Holiday,
2,2,ダノンバビル B,セ4,西村淳,栗東・中内田,差し,45.2,10,10,4歳以上1勝クラス,35.4,478(-4),阪神,106,中14週,Y,,3,ロードカナロア,Sligo Bay,
3,3,ハイディージェン,牡3,和田竜,栗東・森田,,5.1,3,2,,34.3,482(+8),京都,21,中2週,Y,,3,ファインニードル,Sadler's Wells,
4,4,ジャスティンガルフ,牡3,松山,栗東・安田,先行,2.8,1,2,,33.4,508(+18),京都,85,中11週,Y,,3,エピファネイア,Pivotal,
5,5,サスケ,牡4,団野,栗東・西村,差し,16.4,5,4,,35.8,470(-4),中京,113,中15週,Y,,3,エピファネイア,Whipper,
6,6,アンテロース,牡4,,栗東・岡田,,21.6,8,5,3歳以上1勝クラス,37.4,444(+6),小倉,15,中1週,Y,,3,モーリス,ディープインパクト,
7,7,エコロマーズ,牡3,坂井,栗東・牧浦,先行,2.8,2,2,3歳以上1勝クラス,36.7,490(0),小倉,15,中1週,Y,,3,シルバーステート,Congrats,
8,7,テイエムシップ,牡5,鮫島良,栗東・河嶋,差し,44.7,9,9,4歳以上1勝クラス,39.0,518(-8),京都,50,中6週,Y,,3,ルーラーシップ,タニノギムレット,
9,8,レディントン,牡3,松若,栗東・杉山晴,差し,10.5,4,3,3歳以上1勝クラス,34.2,480(+4),京都,35,中4週,Y,,3,サトノアラジン,アフリート,
10,8,ペネトレイトゴー,セ4,田口,栗東・森秀,追込,19.4,7,5,3歳以上1勝クラス,35.0,432(-2),東京,29,中3週,Y,,3,ゴールドシップ,シンボリルドルフ,
