着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,ホウオウアートマン,牡4,57.0,菱田,2:00.9,,2,5.1,35.7,栗東矢作,464(-2)
2,7,12,ワザモノ,牡8,58.0,黛,2:01.0,3/4,15,106.1,35.9,美浦尾関,500(-6)
3,4,7,タイセイリコルド,牡4,57.0,丹内,2:01.2,1.1/4,1,3.0,36.3,栗東小栗,480(-8)
4,5,8,シンゼンカガ,牡4,57.0,吉田隼,2:01.4,1.1/2,4,9.7,36.7,栗東荒川,454(+2)
5,8,15,レッセパッセ,牝5,56.0,菊沢,2:01.4,クビ,13,67.2,36.1,美浦柄崎,386(-10)
6,1,1,オメガインペリアル,牡5,58.0,松本,2:01.6,1.1/4,12,46.5,37.1,栗東安田,474(+6)
7,7,13,ヤマニンループ,牡7,58.0,古川吉,2:01.8,1.1/4,8,17.6,36.5,栗東松永幹,446(-10)
8,2,3,ニホンピロホリデー,牝5,56.0,和田陽,2:01.8,アタマ,11,46.0,36.5,栗東緒方,410(-2)
9,4,6,マイネルフーガ,牡4,57.0,斎藤,2:02.0,1,6,13.9,37.0,美浦鈴木慎,480(-2)
10,3,5,ファミリーツリー,牝5,56.0,古川奈,2:02.0,アタマ,10,28.2,36.9,栗東河嶋,460(-2)
11,6,11,フナデ,牡5,58.0,丸山,2:02.1,3/4,5,12.0,37.3,美浦嘉藤,454(-6)
12,6,10,プラニスフェリオ,牡6,58.0,国分恭,2:02.2,1/2,14,78.2,37.4,栗東牧浦,506(-8)
13,2,2,プリズマジコ,牡5,58.0,秋山稔,2:02.3,1/2,7,15.9,37.3,栗東高橋忠,450(+6)
14,8,14,クラヴァンス,牡4,57.0,西塚,2:02.5,1.1/2,3,5.2,37.9,栗東友道,476(-4)
15,3,4,バルティカ,牡4,57.0,小沢,2:05.2,大,9,21.8,40.3,栗東高橋亮,450(-10)
