券種,組み合わせ,配当,人気
単勝,14,250,1
複勝,14,120,1
複勝,3,220,4
複勝,4,180,3
枠連,2-8,690,2
馬連,3-14,1200,3
ワイド,3-14,530,3
ワイド,4-14,340,1
ワイド,3-4,790,9
馬単,14-3,1930,5
3連複,3-4-14,1980,3
3連単,14-3-4,7510,9
