券種,組み合わせ,配当,人気
単勝,2,420,2
複勝,2,160,3
複勝,7,320,6
複勝,4,120,1
枠連,2-7,4290,14
馬連,2-7,4200,12
ワイド,2-7,1000,12
ワイド,2-4,210,1
ワイド,4-7,820,9
馬単,2-7,6250,17
3連複,2-4-7,2120,6
3連単,2-7-4,22300,62
