馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ヒルノアントラ,セ7,古川吉,栗東・昆,先行,258.6,11,8,3歳以上1勝クラス,38.7,476(+4),新潟,15,中1週,Y,,3,ハーツクライ,スピニングワールド,,B
2,2,マサハヤウォルズ,牡4,吉村,栗東・今野,先行,4.4,2,2,3歳以上1勝クラス,37.3,470(+2),中京,28,中3週,Y,,3,マインドユアビスケッツ,ディープインパクト,,
3,3,レッドクレメンス,牡3,西村淳,栗東・茶木,先行,46.3,8,4,3歳以上1勝クラス,38.5,488(+2),新潟,22,中2週,Y,,3,ブリックスアンドモルタル,ローエングリン,,
4,4,メイショウヘール,牡3,Ｍデム,栗東・大橋,先行,5.6,4,1,3歳未勝利,37.7,482(+2),函館,113,中15週,Y,,3,シュヴァルグラン,タニノギムレット,,
5,5,ジーベック,牡3,鮫島駿,栗東・矢作,先行,4.6,3,10,3歳以上1勝クラス,40.8,456(0),新潟,92,中12週,Y,,3,Gun Runner,More Than Ready,,
6,6,ジュンラトゥール,牡3,田口,栗東・浜田,,3.0,1,3,3歳以上1勝クラス,37.9,462(0),中京,28,中3週,Y,,3,パイロ,スペシャルウィーク,,
7,6,マジックブルー,牡3,団野,栗東・荒川,差し,13.4,7,7,3歳以上1勝クラス,39.3,480(-2),京都,22,中2週,Y,,2,マジェスティックウォリアー,エンパイアメーカー,,
8,7,ニホンピロゴルディ,牡3,太宰,栗東・安達,差し,58.1,9,7,3歳以上1勝クラス,37.9,460(+4),中京,28,中3週,Y,,3,ゴールドシップ,カジノドライヴ,,
9,7,テイエムシップ,牡5,鮫島良,栗東・河嶋,差し,12.2,6,2,3歳以上1勝クラス,38.1,524(+8),京都,14,中1週,Y,,3,ルーラーシップ,タニノギムレット,,
10,8,キャストロペペ,牡3,国分優,栗東・四位,逃げ,11.5,5,8,,38.7,468(-10),新潟,183,中25週,Y,Y,2,シャンハイボビー,トワイニング,,
11,8,タキ,牡3,北村友,栗東・高橋一,先行,65.6,10,12,3歳以上1勝クラス,40.2,428(-4),京都,134,中18週,Y,,3,ハーツクライ,Giant's Causeway,,
