コーナー,通過順
1コーナー,"12-(9,14)-(3,6)(1,7,10)8(5,11)4,13-2,15"
2コーナー,"12,9,14,3,6(1,10)(7,8,11)(5,4)13-2-15"
3コーナー,"12,9(3,6,14,10)(1,5,8)13(7,4,11)-2-15"
4コーナー,"12,9(3,10)(6,14)(1,13,5,8)11(7,4)2-15"
