馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ケイアイアニラ,牡6,高杉,栗東・吉岡,先行,20.6,9,8,,37.6,536(-4),中山,461,中65週,Y,Y,3,パイロ,キングカメハメハ,,
2,2,ジュンウィンダム,牝6,国分優,栗東・浜田,差し,105.7,11,12,,35.9,506(+4),中山,6,連闘,Y,,3,カレンブラックヒル,ベーカバド,,
3,3,ペプチドヤマト,牡7,高倉,栗東・武英,差し,15.9,8,8,,36.1,502(+2),京都,74,中10週,Y,,3,ドレフォン,コロナドズクエスト,,B
4,4,オーブルクール,牝5,,美浦・矢野,先行,14.1,7,15,,39.1,472(-16),中山,97,中13週,Y,,3,デクラレーションオブウォー,タイキシャトル,,
5,5,メイショウホウレン,牡5,浜中,栗東・安達,,5.6,4,12,,37.4,520(0),中山,34,中4週,Y,,3,エスポワールシチー,Hard Spun,,
6,5,ヒルノドゴール,牡5,,栗東・北出,差し,6.0,5,9,,36.6,526(-8),阪神,42,中5週,Y,,3,アニマルキングダム,ハーツクライ,,
7,6,ジョーローリット,牝5,角田和,栗東・中竹,,9.3,6,6,,37.4,494(+4),阪神,62,中8週,Y,,3,ダノンレジェンド,ジョーカプチーノ,,
8,6,ケイアイシェルビー,牡8,藤懸,栗東・平田,差し,122.0,12,10,,36.3,478(-4),阪神,62,中8週,Y,,3,ディープインパクト,Smarty Jones,,B
9,7,カズゴルティス,セ5,団野,栗東・西園翔,先行,48.7,10,15,,38.3,488(+4),中山,6,連闘,Y,,3,アルアイン,ウォーエンブレム,,
10,7,ゲッティヴィラ,牡4,西村淳,栗東・小栗,差し,5.1,2,7,,36.7,462(+2),阪神,62,中8週,Y,,3,Frosted,Into Mischief,,
11,8,ドンアミティエ,牡6,松山,栗東・今野,先行,5.5,3,7,,,,キングアブドゥルアジーズ,70,中9週,,,1,アジアエクスプレス,キングヘイロー,,B
12,8,ファムエレガンテ,牝4,岩田望,栗東・中村,,4.8,1,15,,38.5,470(-6),京都,74,中10週,Y,,3,Tiz the Law,Twirling Candy,,
