券種,組み合わせ,配当,人気
単勝,12,24890,14
複勝,12,4170,14
複勝,4,200,3
複勝,8,1170,9
枠連,3-7,7710,17
馬連,4-12,85060,66
ワイド,4-12,14730,63
ワイド,8-12,50280,93
ワイド,4-8,1990,18
馬単,12-4,186200,138
3連複,4-8-12,689600,321
3連単,12-4-8,4250820,865
