券種,組み合わせ,配当,人気
単勝,4,1790,6
複勝,4,270,6
複勝,6,130,1
複勝,1,220,5
枠連,4-5,800,5
馬連,4-6,1720,7
ワイド,4-6,760,8
ワイド,1-4,1780,19
ワイド,1-6,470,4
馬単,4-6,4630,15
3連複,1-4-6,4300,13
3連単,4-6-1,34020,107
