コーナー,通過順
1コーナー,"5,8(3,13)(1,16)(6,10)12,14(4,7)9-11-15-2"
2コーナー,"5,8,3-13,16(1,10)6,12(4,14)7,9,11-15=2"
3コーナー,"5,8(3,13)16(1,6)(10,12)(4,14)(7,9)11-15=2"
4コーナー,"5,8(3,13,16)(1,12)(6,10)(14,9)(4,7)11-15=2"
