コーナー,通過順
1コーナー,"10,5,8(1,7)(6,11)-(2,3)4,9"
2コーナー,"10,5(1,8)(7,11)(6,3)(2,4)9"
3コーナー,"10(5,8,11)(1,6,7,3)(4,9)2"
4コーナー,"(*10,5,8,11)(1,7)(2,4,3)(6,9)"
