コーナー,通過順
1コーナー,"5-8,6,10-1-12,3,4-2-(11,7)9"
2コーナー,"5=8-(10,6)1(12,3)=4=2-(11,7)9"
3コーナー,"5=(1,3)=6(12,8)-4-10=2-11-79"
4コーナー,"5=3-1=12,6-(8,4)=10-2=11,79"
