着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,9,ヨーホーレイク,牡6,57.0,岩田望,1:57.2,,1,2.5,33.9,栗東友道,518(0)
2,3,4,ボッケリーニ,牡8,57.0,モレイ,1:57.2,アタマ,2,2.8,33.7,栗東池江,474(+4)
3,8,14,エアサージュ,牡6,57.0,松山,1:57.4,1.1/2,5,10.4,34.3,栗東池添,532(+2)
4,4,5,ヤマニンサンパ,牡6,57.0,団野,1:57.4,アタマ,6,20.6,33.8,栗東斉藤崇,484(-2)
5,2,2,ディープモンスター,牡6,57.0,浜中,1:57.5,1/2,4,7.8,34.4,栗東池江,468(+4)
6,1,1,カラテ,牡8,57.0,高杉,1:57.7,3/4,8,55.5,34.3,栗東音無,534(+4)
7,3,3,バビット,牡7,57.0,和田竜,1:57.9,1.1/4,7,42.7,35.1,栗東浜田,458(-6)
8,5,7,スカーフェイス,牡8,57.0,松若,1:58.2,1.3/4,12,109.9,33.9,栗東中竹,464(0)
9,5,8,アリストテレス,牡7,57.0,横山典,1:58.3,1,9,63.4,34.4,栗東上村,482(-8)
10,6,10,フォワードアゲン,セ7,57.0,藤岡佑,1:58.5,1.1/4,13,182.3,34.4,美浦加藤和,438(+2)
11,7,12,ホウオウアマゾン,牡6,57.0,坂井,1:58.6,クビ,10,84.6,35.1,栗東矢作,518(+4)
12,8,13,ニホンピロキーフ,牡4,57.0,田口,1:59.0,2.1/2,3,6.6,35.7,栗東大橋,480(0)
13,7,11,アウスヴァール,セ6,57.0,古川吉,1:59.3,2,11,99.1,36.4,栗東昆,484(+2)
除外,4,6,ロードデルレイ,牡4,57.0,川田,,,,,,栗東中内田,480(-6)
