着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,7,フェステスバント,牝3,54.0,バデル,1:51.5,,7,11.9,36.9,栗東藤岡,418(-4)
2,8,13,ウインシュクラン,セ5,58.0,ルメー,1:51.6,クビ,1,4.0,37.2,美浦鹿戸,466(-4)
3,1,1,ウインルーア,牝5,56.0,岩田望,1:52.1,3,14,141.4,37.6,美浦青木,470(0)
4,4,5,ショウナンアデイブ,牡4,58.0,モリス,1:52.2,アタマ,4,6.3,37.5,栗東高野,500(0)
5,6,10,メタルスパーク,セ6,58.0,横山武,1:52.2,クビ,5,7.1,37.1,美浦菊川,490(-6)
6,8,14,マイネルダグラス,牡5,58.0,武豊,1:52.3,クビ,6,10.4,37.8,美浦相沢,514(+10)
7,7,12,トゥードジボン,牡4,58.0,モレイ,1:52.3,クビ,3,4.8,37.6,栗東四位,484(+6)
8,4,6,エコルフリューゲル,牝4,56.0,リスポ,1:52.5,1.1/4,8,34.9,37.3,美浦鈴木慎,484(+10)
9,2,2,ビルボードクィーン,牝5,56.0,Mヴェ,1:52.6,クビ,10,62.8,37.2,栗東小崎,456(0)
10,3,3,キングロコマイカイ,牡4,58.0,川田,1:53.6,6,2,4.7,38.2,栗東須貝,500(0)
11,3,4,マイネルメサイア,牡4,58.0,宮川実,1:54.2,3.1/2,11,66.8,38.9,美浦水野,484(+8)
12,7,11,タケルジャック,牡5,58.0,坂井,1:54.6,2.1/2,13,114.4,39.3,美浦小桧山,464(0)
13,5,8,カールスモーキー,牡4,58.0,戸崎圭,1:54.8,3/4,12,70.2,39.9,美浦和田勇,494(+2)
中止,6,9,アトミカ,牝8,56.0,キング,,,9,57.8,,栗東笹田,446(+2)
