券種,組み合わせ,配当,人気
単勝,8,380,2
複勝,8,120,2
複勝,2,100,1
複勝,4,670,9
枠連,2-8,190,1
馬連,2-8,190,1
ワイド,2-8,140,1
ワイド,4-8,1930,18
ワイド,2-4,1230,14
馬単,8-2,460,2
3連複,2-4-8,2560,9
3連単,8-2-4,8040,24
