馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
2,2,ウインドトリック,牡2,小沢,栗東・鈴木孝,,44.6,8,,,,456(0),,,,,,,エイシンヒカリ,ローレルゲレイロ,
3,3,スマートジュリアス,牡2,菱田,栗東・中村,,14.7,6,,,,470(0),,,,,,,モズアスコット,ヴァーミリアン,
4,4,ミッキーラヴィータ,牝2,団野,栗東・高橋亮,,3.2,2,,,,434(0),,,,,,,モーリス,スペシャルウィーク,
5,5,マクローリン,牡2,加藤,栗東・加藤公,,75.4,9,,,,450(0),,,,,,,ヴァンゴッホ,Frankel,
6,6,レジーナレガリア,牝2,北村友,栗東・石坂,,8.7,4,,,,456(0),,,,,,,レイデオロ,ダイワメジャー,
7,6,ロジャートアリー,牡2,吉村,栗東・野中,,25.4,7,,,,462(0),,,,,,,デクラレーションオブウォー,ロードカナロア,
8,7,アイニードユー,牝2,川田,栗東・吉村,,3.2,1,,,,462(0),,,,,,,ファインニードル,ハードスパン,
9,7,エコロガルダ,牡2,バデル,栗東・大久保,,3.6,3,,,,452(0),,,,,,,モーリス,ハーツクライ,
10,8,アスミル,牡2,太宰,栗東・本田,,112.0,10,,,,476(0),,,,,,,ダノンプレミアム,グラスワンダー,
11,8,スワトウ,牝2,岩田康,栗東・牧田,,10.1,5,,,,434(0),,,,,,,アルアイン,エンパイアメーカー,
