券種,組み合わせ,配当,人気
単勝,3,480,3
複勝,3,180,3
複勝,4,170,2
複勝,13,280,4
枠連,3-4,500,1
馬連,3-4,1170,3
ワイド,3-4,550,3
ワイド,3-13,1580,22
ワイド,4-13,1070,10
馬単,3-4,2360,5
3連複,3-4-13,6490,22
3連単,3-4-13,24730,65
