馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,イロハニホ,牝4,酒井,栗東・坂口,差し,142.9,15,8,4歳以上1勝クラス,37.2,426(-2),阪神,14,中1週,Y,,2,ヘニーヒューズ,カネヒキリ,,
2,1,セールヴォラン,牡4,,栗東・北出,,6.8,3,4,4歳以上1勝クラス,38.5,446(-4),阪神,21,中2週,Y,,3,グァンチャーレ,Swiss Spirit,,
3,2,スパークルジョイ,牝4,森田,栗東・前川,逃げ,174.1,16,11,4歳以上1勝クラス,39.2,442(0),阪神,21,中2週,Y,,3,レッドファルクス,タニノギムレット,,B
4,2,エコロヴァルム,牡4,岩田望,美浦・小西,差し,100.4,13,11,4歳以上1勝クラス,37.6,430(-4),中山,28,中3週,Y,,3,ロージズインメイ,デュランダル,,
5,3,ペレグリン,牝4,,栗東・河嶋,差し,21.3,9,5,4歳以上1勝クラス,37.4,436(+2),阪神,14,中1週,Y,,3,バンブーエール,マルカシェンク,,
6,3,ロードドミニオン,セ8,中井,栗東・畑端,差し,94.5,12,9,4歳以上1勝クラス,38.2,442(0),阪神,35,中4週,Y,,3,ロードカナロア,アグネスタキオン,,B
7,4,ザングウィル,牡5,西塚,栗東・佐藤悠,先行,26.9,11,6,4歳以上1勝クラス,37.7,504(0),中京,13,中1週,Y,,1,Dandy Man,Nayef,,
8,4,トモジャアルマンド,牡8,古川吉,栗東・大根田,先行,22.8,10,6,4歳以上1勝クラス,36.8,504(-2),中京,21,中2週,Y,,3,サウスヴィグラス,キングカメハメハ,,B
9,5,アートフォーム,牝4,北村友,栗東・畑端,追込,117.3,14,10,4歳以上1勝クラス,38.2,454(+4),中京,28,中3週,Y,,3,シュヴァルグラン,サクラバクシンオー,,
10,5,ベンダバール,牡4,広瀬航,栗東・牧浦,差し,4.0,2,2,4歳以上1勝クラス,37.1,470(+2),中京,14,中1週,Y,,3,ドレフォン,Tiznow,,
11,6,キャンドルマス,牡4,菱田,栗東・小崎,先行,14.2,7,3,4歳以上1勝クラス,38.0,486(-6),阪神,21,中2週,Y,,3,パイロ,アドマイヤムーン,,
12,6,ピストンボーイ,牡4,坂井,栗東・池添,,15.5,8,12,4歳以上1勝クラス,40.2,516(-4),阪神,7,連闘,Y,,3,イスラボニータ,Adios Charlie,,B
13,7,シリウス,牡4,松山,栗東・佐藤悠,先行,3.2,1,2,4歳以上1勝クラス,37.8,472(0),阪神,21,中2週,Y,,3,ダノンレジェンド,バブルガムフェロー,,
14,7,ケロシンドリームズ,牡4,団野,栗東・井上,先行,11.8,4,12,4歳以上1勝クラス,39.7,544(+38),小倉,56,中7週,Y,,3,コパノリッキー,Hard Spun,,
15,8,ピカリ,牝4,吉村,栗東・森秀,,11.8,5,13,4歳以上1勝クラス,39.3,500(-2),京都,61,中8週,Y,,3,Twirling Candy,Congrats,,
16,8,キーウィル,牡5,柴田裕,栗東・宮,先行,12.0,6,3,4歳以上1勝クラス,36.7,510(+10),中京,21,中2週,Y,,3,ネロ,スピルバーグ,,
