着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,8,ベガリス,牝4,56.0,藤懸,1:21.4,,6,8.2,34.5,栗東高橋忠,430(+6)
2,5,7,ユハンヌス,牡4,58.0,西塚,1:21.4,クビ,1,3.6,33.5,栗東大久保,476(-2)
3,1,1,アクートゥス,牡4,58.0,小沢,1:21.5,1/2,7,13.0,34.1,栗東藤原,456(+2)
4,3,3,コスモエスパーダ,牡8,58.0,Hドイ,1:21.8,1.1/2,13,97.8,34.8,美浦天間,502(-6)
5,4,5,エピプランセス,牝5,56.0,鮫島駿,1:21.8,クビ,5,7.3,34.7,栗東池添,446(-2)
6,2,2,アバンチュリエ,セ5,58.0,吉田隼,1:21.9,3/4,11,39.5,34.6,美浦大竹,468(-4)
7,4,4,フルメタルボディー,セ4,58.0,吉村,1:22.0,1/2,3,6.0,33.9,栗東清水久,502(+4)
8,7,10,ジュノー,セ6,58.0,川須,1:22.1,1/2,4,7.3,34.4,栗東音無,530(-4)
9,8,12,プリモカリーナ,牝5,56.0,斎藤,1:22.3,1,12,48.4,34.8,栗東福永,448(-4)
10,6,9,リサリサ,牝4,56.0,藤岡佑,1:22.4,3/4,2,5.6,34.9,美浦田村,488(-2)
11,8,13,ルミノメテオール,牝4,56.0,永島,1:22.6,1,8,22.4,35.0,美浦金成,464(-2)
12,7,11,イティネラートル,牝4,56.0,横山和,1:22.6,クビ,10,35.1,35.3,栗東長谷川,428(+4)
13,5,6,シュヴェルトライテ,牝5,56.0,岩田康,1:23.0,2.1/2,9,27.5,35.4,美浦池上,448(+6)
