券種,組み合わせ,配当,人気
単勝,12,180,1
複勝,12,120,1
複勝,11,250,6
複勝,2,500,7
枠連,7-8,950,4
馬連,11-12,1470,5
ワイド,11-12,550,6
ワイド,2-12,1060,13
ワイド,2-11,2250,22
馬単,12-11,1720,6
3連複,2-11-12,7540,25
3連単,12-11-2,18340,53
