コーナー,通過順
1コーナー,"5,12(1,6)10(3,2)4(13,7)-11,8-9"
2コーナー,"5,12-(1,6)10(3,2)4(13,7)-11,8-9"
3コーナー,"5,12(1,6)2(3,10)4(13,8)(7,11)-9"
4コーナー,"5,12(1,6)(3,2,10)4(13,8)11-7-9"
