着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,12,インプレス,牡6,60.0,小牧加,3:30.5,,1,2.0,13.0,栗東佐々木,530(+6)
2,6,9,サイード,セ6,60.0,小坂,3:30.7,1,3,6.1,13.0,栗東角田,506(+4)
3,1,1,ヒートオンビート,セ8,60.0,石神深,3:30.9,1.1/2,2,3.6,13.0,美浦青木,476(0)
4,4,6,ローディアマント,セ5,60.0,伴,3:31.2,1.1/2,7,31.0,13.0,美浦尾関,484(+4)
5,4,5,マイネルエール,セ6,60.0,大江圭,3:31.5,2,8,36.9,13.0,美浦蛯名利,454(-6)
6,5,8,ドゥラモンド,牡7,60.0,坂口,3:32.5,6,10,59.5,13.1,美浦手塚久,502(+2)
7,2,2,フェーレンベルク,牡5,60.0,高田,3:32.9,2,6,28.6,13.1,美浦千葉,484(-8)
8,3,4,スコラーリ,牡6,60.0,上野,3:33.7,5,4,10.2,13.2,美浦萩原,486(+2)
9,7,11,ハーツシンフォニー,セ8,60.0,森一,3:33.8,クビ,12,111.1,13.2,美浦辻,482(-2)
10,6,10,ホッコーメヴィウス,セ9,60.0,難波,3:34.7,5,5,14.2,13.2,栗東清水久,476(+2)
11,3,3,フレッチア,牡10,60.0,小野寺,3:35.5,5,11,87.5,13.3,美浦木村,500(+6)
12,8,13,エコロマーベリック,セ5,60.0,水沼,3:35.7,1.1/2,14,254.4,13.3,美浦岩戸,490(+4)
13,5,7,アサクサゲンキ,セ10,60.0,西谷誠,3:36.2,3,9,39.3,13.3,栗東四位,472(-2)
14,8,14,ブルメンダール,牡7,60.0,黒岩,3:44.0,大,13,231.9,13.8,美浦国枝,472(+8)
