コーナー,通過順
1コーナー,"8,11-(2,9)(3,4)-10,1-(7,6)-5"
2コーナー,"8-11-(2,9)(3,4)-(1,10)(7,6)-5"
3コーナー,"8-11,9(2,4)(3,10)1,6,7-5"
4コーナー,"8-(11,9)2(3,4)10(1,6)7,5"
