券種,組み合わせ,配当,人気
単勝,1,390,2
複勝,1,200,2
複勝,2,310,4
複勝,4,380,6
馬連,1-2,1350,6
ワイド,1-2,450,5
ワイド,1-4,800,11
ワイド,2-4,850,14
馬単,1-2,2310,9
3連複,1-2-4,4100,14
3連単,1-2-4,14460,51
