馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,グレイトクラウン,牝4,木幡巧,美浦・松山,先行,57.8,10,12,,35.1,456(+2),新潟,21,中2週,Y,,3,サトノクラウン,ステイゴールド,
2,2,デファイ,牝4,横山琉,美浦・斎藤誠,差し,33.1,7,6,,35.6,472(+6),東京,76,中10週,Y,,3,ヴィクトワールピサ,クロフネ,
3,3,ロゼル,牡5,杉原,美浦・大和田,,108.2,12,12,,37.4,480(-2),福島,55,中7週,Y,,3,シルバーステート,タイキシャトル,
4,4,ツルマウカタチ,牡4,嶋田,美浦・手塚久,差し,34.3,9,8,,34.2,472(+8),新潟,119,中16週,Y,,3,ヤングマンパワー,キングヘイロー,
5,4,ジーティームソウ,牡4,戸崎圭,栗東・西村,差し,7.8,3,1,4歳以上1勝クラス,33.7,498(+4),京都,104,中14週,Y,,3,エピファネイア,アグネスタキオン,
6,5,クリニクラウン,牝5,大野,美浦・小手川,差し,13.5,6,3,,33.6,496(-4),新潟,21,中2週,Y,,3,トビーズコーナー,ディープブリランテ,
7,5,フォルラニーニ,牡4,ルメー,美浦・手塚久,先行,2.4,1,4,,36.3,506(+2),福島,55,中7週,Y,,3,エピファネイア,ステイゴールド,
8,6,ニシノレバンテ,牡6,武藤,美浦・水野,先行,158.4,13,5,,41.4,504(+4),小倉,55,中7週,Y,,3,イスラボニータ,フレンチデピュティ,
9,6,ピンキープロミス,牡5,石川,美浦・畠山,差し,73.4,11,8,,35.2,480(-10),新潟,13,中1週,Y,,3,ゴールドシップ,アグネスデジタル,
10,7,アスクセクシーモア,牡3,岩田望,栗東・福永,差し,3.4,2,3,,35.4,476(-6),東京,76,中10週,Y,,3,キタサンブラック,Ready's Image,
11,7,ルトゥール,牝4,内田博,栗東・中内田,差し,11.2,5,6,,33.9,480(0),新潟,21,中2週,Y,,3,モーリス,キングカメハメハ,
12,8,ヤマニンループ,牡6,石橋脩,栗東・松永幹,追込,8.2,4,5,,35.2,442(0),福島,55,中7週,Y,,3,ディープインパクト,チチカステナンゴ,
13,8,ティンク,牝4,吉田豊,美浦・久保田,差し,33.6,8,8,,34.6,500(+2),中京,34,中4週,Y,,3,ダイワメジャー,Lemon Drop Kid,
