着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,8,ヴーレヴー,牝3,55.0,浜中,1:35.3,,4,11.7,34.8,栗東武幸,474(+18)
2,6,6,グローリーリンク,牝3,55.0,松山,1:35.4,3/4,2,3.2,34.6,栗東吉岡,516(+2)
3,1,1,ラージギャラリー,牝3,55.0,西村淳,1:36.0,3.1/2,5,35.8,35.5,栗東高橋亮,464(-6)
4,2,2,カムニャック,牝3,55.0,川田,1:36.1,1,3,3.8,35.1,栗東友道,482(+6)
5,8,10,ダノンフェアレディ,牝3,55.0,坂井,1:36.2,1/2,1,1.9,35.4,栗東橋口,450(+12)
6,4,4,サタデーサンライズ,牝3,55.0,吉村,1:36.3,クビ,7,54.5,35.5,栗東石坂,434(-12)
7,5,5,サウンドサンライズ,牝3,55.0,鮫島駿,1:37.0,4,9,95.8,35.8,栗東音無,406(+2)
8,3,3,ピリカサンライズ,牝3,55.0,高杉,1:37.1,1/2,8,87.0,36.2,栗東牧浦,438(+4)
9,8,9,ワイルデンウーリー,牝3,55.0,岩田望,1:37.1,クビ,6,41.6,36.5,栗東大久保,482(+4)
除外,7,7,マトラコーニッシュ,牝3,55.0,北村友,,,,,,栗東池添,424(0)
