コーナー,通過順
1コーナー,"(*5,10)15,7(2,14)(8,13)(3,11)-6(4,9)(12,16)1"
2コーナー,"(*5,10)(7,15)(2,14)(8,13)(3,11)-6(4,9)(12,16)1"
3コーナー,"(*5,10,15)(7,14,13)(2,6)11(8,9)(12,3)(4,16)1"
4コーナー,"(5,10,*15)(7,14,13)(2,6)(12,11,9)4,8,3,161"
