券種,組み合わせ,配当,人気
単勝,7,1550,6
複勝,7,580,9
複勝,13,450,8
複勝,8,810,11
枠連,4-7,5240,18
馬連,7-13,7160,24
ワイド,7-13,2260,31
ワイド,7-8,5490,55
ワイド,8-13,3890,44
馬単,7-13,16030,49
3連複,7-8-13,41130,132
3連単,7-13-8,229940,689
