馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,メルテミア,牡6,小坂,栗東・小栗,,16.0,7,11,,13.2,478(+4),新潟,29,中3週,Y,,3,トゥザグローリー,With Approval,,
2,2,テイエムタツマキ,牡6,田村,栗東・武英,先行,44.3,9,6,,13.4,522(+34),小倉,106,中14週,Y,,3,キズナ,クロフネ,,B
3,3,スリーケイエヌ,牡6,中村,栗東・藤沢,差し,128.3,10,5,,13.6,482(+2),阪神,428,中60週,Y,Y,3,フリオーソ,ファルブラヴ,,
4,4,スマッシャー,牡6,高田,栗東・吉岡,先行,2.7,1,4,,13.1,498(+4),新潟,29,中3週,Y,,3,マジェスティックウォリアー,キングカメハメハ,,
5,5,タマモワカムシャ,セ5,井上,栗東・川村,追込,14.4,5,,,0.0,490(+16),中山,50,中6週,Y,,3,キズナ,アフリート,,
6,6,ヤップヤップヤップ,牡8,江田勇,美浦・宗像,先行,14.8,6,10,,13.9,452(-8),中山,162,中22週,Y,,3,キングカメハメハ,メジロベイリー,,
7,7,ゴールドパラディン,牡7,森一,栗東・小椋,先行,6.8,4,6,,13.0,446(-2),福島,57,中7週,Y,,3,スクリーンヒーロー,フレンチデピュティ,,
8,7,タンジェントアーク,セ6,土田,美浦・田村,先行,21.0,8,6,,13.1,430(-2),新潟,29,中3週,Y,,3,エイシンフラッシュ,ステイゴールド,,
9,8,アスターディゴン,牡5,黒岩,栗東・中竹,先行,5.4,3,1,障害4歳以上未勝利,13.5,496(+6),阪神,77,中10週,Y,,3,キズナ,ゼンノロブロイ,,
10,8,ネビーイーム,牡6,小牧加,栗東・佐々木,先行,3.5,2,4,,13.3,536(+8),福島,43,中5週,Y,,3,キズナ,シングスピール,,
