馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ジューンベロシティ,牡8,高田,栗東・武英,差し,1.3,1,4,,14.1,474(+4),中山,49,中6週,Y,,3,ロードカナロア,シンボリクリスエス,,
2,2,ローディアマント,セ6,,美浦・尾関,,8.6,3,1,,13.7,488(+4),京都,98,中13週,Y,,3,サトノダイヤモンド,New Approach,,
3,3,テイエムマジック,牡8,難波,栗東・鈴木孝,先行,6.3,2,1,,13.3,526(-8),小倉,21,中2週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,,B
4,4,ブラックボイス,牡7,坂口,美浦・浅利,先行,50.1,9,16,4歳以上2勝クラス,35.7,522(-8),中山,27,中3週,Y,,3,ブラックタイド,Giant's Causeway,,
5,4,フェーングロッテン,セ7,小野寺,栗東・宮本,先行,69.5,10,8,,13.8,470(0),京都,35,中4週,Y,,3,ブラックタイド,キングヘイロー,,
6,5,レッドファーロ,牡7,西谷誠,栗東・松永幹,,46.2,8,1,障害4歳以上未勝利,13.8,526(0),京都,34,中4週,Y,,3,ハーツクライ,Orpen,,B
7,5,オールザワールド,牡9,森一,栗東・中竹,先行,14.1,4,,,0.0,478(+6),東京,91,中12週,Y,,3,キズナ,Dansili,,
8,6,サルサロッサ,牝7,五十嵐,美浦・高柳瑞,差し,201.8,13,6,,13.4,454(-2),小倉,14,中1週,Y,,3,エスケンデレヤ,マンハッタンカフェ,,
9,6,エンデュミオン,牡9,鷲頭,栗東・清水久,先行,43.3,7,5,,13.5,468(-14),小倉,21,中2週,Y,,3,ヴィクトワールピサ,ブライアンズタイム,,
10,7,サンデイビス,牡8,上野,美浦・村田,先行,15.3,5,7,,34.5,516(+12),阪神,56,中7週,Y,,3,ジョーカプチーノ,アドマイヤムーン,,
11,7,トーアモルペウス,セ6,石神深,美浦・辻,先行,35.9,6,3,,13.4,502(+6),小倉,21,中2週,Y,,3,タリスマニック,クロフネ,,B
12,8,ワールドスケール,牡9,黒岩,栗東・加藤公,差し,153.7,12,8,,13.7,494(+4),中山,40,中5週,Y,,3,ワールドエース,アグネスデジタル,,
13,8,トゥラッタッタ,牡5,草野,美浦・新開,差し,140.9,11,4,,13.3,472(-6),小倉,14,中1週,Y,,3,デクラレーションオブウォー,ハーツクライ,,
