馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ベルビースタローン,牝4,Ｒヘル,美浦・戸田,逃げ,15.4,7,6,,34.9,522(+6),札幌,20,中2週,Y,,3,ストロングリターン,ゼンノロブロイ,,
2,2,ジーベック,牡5,横山典,栗東・矢作,追込,51.1,13,6,3歳以上2勝クラス,35.0,464(+4),札幌,20,中2週,Y,,3,Gun Runner,More Than Ready,,
3,3,ウチュウノセカイ,牡3,吉村智,美浦・青木,,7.8,4,11,,35.3,498(0),函館,55,中7週,Y,,3,タワーオブロンドン,ローレルゲレイロ,,
4,3,メイショウミリオレ,牝5,岩田望,栗東・藤岡健,追込,18.3,9,8,,34.7,490(+4),札幌,7,連闘,Y,,3,ルーラーシップ,ディープインパクト,,B
5,4,ビービーエフォート,牝4,ロイド,美浦・高柳瑞,差し,6.0,3,6,,34.0,420(-8),東京,63,中8週,Y,,3,グレーターロンドン,シンボリクリスエス,,
6,4,ジャガード,牡8,松山,美浦・和田雄,差し,121.6,14,13,,35.0,418(-2),福島,48,中6週,Y,,3,トーセンラー,フレンチデピュティ,,
7,5,エクストラバック,牡5,Ｍヴェ,栗東・前川,差し,28.1,11,7,,35.2,508(-2),函館,35,中4週,Y,,3,Iffraaj,Frankel,,
8,5,ホウオウヘッセン,牡3,川田,美浦・田島,先行,18.9,10,14,,35.1,474(+18),札幌,20,中2週,Y,,3,ウインブライト,ロージズインメイ,,
9,6,アスミル,牡3,武豊,栗東・本田,先行,4.3,1,6,,35.6,494(+2),札幌,14,中1週,Y,,3,ダノンプレミアム,グラスワンダー,,
10,6,ミキノバカラ,牡4,横山武,栗東・大橋,差し,12.4,6,5,,34.7,490(+4),札幌,20,中2週,Y,,3,ジョーカプチーノ,シニスターミニスター,,
11,7,ビーコング,牡5,レーン,美浦・小手川,差し,8.6,5,3,,34.3,506(-6),函館,55,中7週,Y,,3,タリスマニック,ブラックタイド,,
12,7,ピースフルナイト,牝6,ルメー,栗東・畑端,差し,40.5,12,9,,34.5,418(+4),札幌,20,中2週,Y,,3,ファインニードル,クロフネ,,
13,8,フードマン,牡4,ナレド,栗東・小栗,差し,4.5,2,3,,34.5,484(+10),函館,35,中4週,Y,,3,Kingman,Dark Angel,,B
14,8,ヴィヴァクラウン,牡5,フーリ,美浦・杉浦,差し,18.0,8,7,,34.4,468(-2),函館,42,中5週,Y,,3,サトノクラウン,タイキシャトル,,
