着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,7,アイサンサン,牝3,52.0,石川,1:32.0,,2,4.7,34.0,栗東佐々木,462(+4)
2,6,12,マテンロウバローズ,牡3,56.0,横山典,1:32.2,1,4,8.5,33.1,栗東昆,488(+12)
3,5,10,エンペラーズソード,セ3,55.0,菅原明,1:32.2,ハナ,5,8.7,33.9,美浦高木,496(+4)
4,4,8,コムユンプリュム,牝3,52.0,長浜,1:32.4,1.1/4,8,26.8,33.9,美浦鹿戸,428(0)
5,8,16,ストレイトトーカー,牡3,55.0,大野,1:32.4,クビ,6,10.4,34.0,美浦岩戸,474(+4)
6,7,13,マンウォル,牝4,53.0,吉田豊,1:32.5,クビ,13,67.3,33.8,美浦菊沢,434(+6)
7,1,2,ギフテッド,牝3,52.0,今村,1:32.5,クビ,7,19.2,33.6,美浦武井,454(0)
8,8,15,ミーントゥビー,牝3,53.0,松岡,1:32.6,クビ,10,30.6,33.2,美浦堀内,434(-2)
9,3,5,ベストオブユー,牡4,55.0,木幡巧,1:32.6,クビ,16,152.1,33.7,美浦久保田,436(-2)
10,7,14,ネーヴェフレスカ,牝3,53.0,荻野極,1:32.6,アタマ,11,43.0,32.8,栗東石坂,440(-6)
11,5,9,メタルスピード,牡5,56.0,丹内,1:32.7,3/4,9,28.1,35.2,美浦斎藤誠,520(+4)
12,2,3,キングノジョー,牡3,56.0,ルメー,1:32.8,3/4,1,2.7,33.5,美浦田中博,452(+8)
13,2,4,ロゼル,牡5,54.0,横山琉,1:32.9,クビ,12,65.4,34.5,美浦大和田,488(+4)
14,3,6,ドーンコーラス,牝4,55.0,戸崎圭,1:32.9,ハナ,3,8.2,33.7,美浦萩原,454(+2)
15,6,11,ステラバルセロナ,牝5,53.0,吉田隼,1:33.1,1,14,110.0,34.6,美浦菊川,432(+4)
16,1,1,サンドオブエテル,牡4,54.0,柴田善,1:33.5,2.1/2,15,130.5,34.0,美浦蛯名正,490(+8)
