券種,組み合わせ,配当,人気
単勝,5,210,1
複勝,5,110,2
複勝,1,180,4
複勝,8,110,1
枠連,1-5,1380,7
馬連,1-5,1560,6
ワイド,1-5,450,6
ワイド,5-8,160,1
ワイド,1-8,350,4
馬単,5-1,1670,4
3連複,1-5-8,1000,2
3連単,5-1-8,5590,12
