馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ジューンガレン,牡2,浜中,栗東・長谷川,,9.9,6,,,,456(0),,,,,,,グローリーヴェイズ,フレンチデピュティ,,
2,2,ホウオウプレマ,牝2,池添,美浦・大竹,,2.8,1,,,,474(0),,,,,,,キタサンブラック,オルフェーヴル,,
3,3,オンザボー,牡2,舟山,美浦・田中博,,4.9,3,,,,482(0),,,,,,,コントレイル,Temple City,,
4,4,スワッグウォーク,牡2,武豊,栗東・武幸,,3.5,2,,,,510(0),,,,,,,コントレイル,Speightstown,,
5,5,サーギュスターヴ,牡2,丹内,美浦・杉浦,,68.5,9,,,,480(0),,,,,,,New Bay,Privately Held,,
6,6,ボンジュールパリ,牡2,横山武,美浦・加藤征,,8.7,5,,,,490(0),,,,,,,ミスターメロディ,Dubawi,,
7,7,ロゼプレミア,牡2,鮫島駿,栗東・東田,,8.7,4,,,,474(0),,,,,,,ワールドプレミア,ゼンノロブロイ,,
8,7,チャームジュネーヴ,牝2,原田和,美浦・蛯名利,,148.1,10,,,,410(0),,,,,,,ハイランドリール,Heatseeker,,
9,8,デルマハッコウダ,牡2,落合玄,美浦・天間,,32.2,8,,,,468(0),,,,,,,ジャスタウェイ,American Post,,
10,8,グラブザクラウン,牡2,横山典,栗東・昆,,26.4,7,,,,488(0),,,,,,,サトノクラウン,エンパイアメーカー,,
