馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ビーアイオラクル,牡4,津村,栗東・牧田,先行,8.0,5,3,4歳以上2勝クラス,36.8,484(+6),東京,28,中3週,Y,,3,エスポワールシチー,ヨハネスブルグ,
2,1,テイエムマジック B,牡5,藤懸,栗東・鈴木孝,逃げ,22.9,7,4,,37.3,510(0),阪神,20,中2週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,
3,2,クアトロフォンテ,牡4,秋山稔,栗東・高橋忠,,221.8,13,10,3歳以上2勝クラス,37.7,456(-8),阪神,21,中2週,Y,,2,シニスターミニスター,Bernardini,
4,2,ゴールドレッグス B,セ5,石橋脩,栗東・新谷,差し,247.9,14,13,4歳以上2勝クラス,36.6,514(-2),東京,42,中5週,Y,,2,ルーラーシップ,ゴールドアリュール,
5,3,ロードカテドラル,牡4,田辺,美浦・斎藤誠,先行,13.4,6,6,,33.4,502(-4),東京,14,中1週,Y,,3,ロードカナロア,Galileo,
6,3,ミキノバスドラム,牡5,,美浦・南田,逃げ,356.9,16,9,,36.9,508(0),東京,21,中2週,Y,,3,ミキノバンジョー,ディアブロ,
7,4,カズロレアート,牡5,丸田,栗東・安田隆,差し,52.1,8,14,,42.1,484(-4),京都,27,中3週,Y,,3,スピルバーグ,フレンチデピュティ,
8,4,ララエフォール,牡4,菅原明,美浦・和田雄,追込,4.9,3,4,,34.8,492(-6),東京,14,中1週,Y,,3,エイシンヒカリ,Kyllachy,
9,5,フレンチギフト B,牝4,三浦,美浦・中川,差し,3.7,2,2,,35.9,470(0),東京,14,中1週,Y,,3,シニスターミニスター,フレンチデピュティ,
10,5,ハイエストエンド B,セ6,丸山,美浦・小西,差し,150.4,12,11,,39.6,510(-2),中山,166,中23週,Y,,3,エスケンデレヤ,フジキセキ,
11,6,イツカハシャチョウ B,牡5,岡田,栗東・吉田,追込,305.2,15,13,,37.7,502(+6),阪神,20,中2週,Y,,3,エイシンフラッシュ,サクラバクシンオー,
12,6,アナンシエーション,セ5,ルメー,美浦・手塚,先行,5.2,4,3,4歳以上2勝クラス,37.7,504(0),東京,62,中8週,Y,,3,Union Rags,Giant's Causeway,
13,7,アポロプラネット,牡4,永野,美浦・伊藤圭,差し,108.1,11,7,,36.1,498(0),東京,28,中3週,Y,,3,リオンディーズ,Ghostzapper,
14,7,ケイアイメビウス B,牡4,石川,栗東・村山,差し,59.4,9,9,,38.1,518(+6),阪神,14,中1週,Y,,2,マジェスティックウォリアー,サンダーガルチ,
15,8,アースライザー B,セ6,木幡巧,美浦・鈴木慎,差し,75.5,10,8,,37.7,488(+4),中山,84,中11週,Y,,3,アイルハヴアナザー,メイショウサムソン,
16,8,フランスゴデイナ,牡5,戸崎圭,栗東・森秀,先行,3.7,1,3,,37.0,504(+12),中京,98,中13週,Y,,3,ウィルテイクチャージ,Curlin,
