コーナー,通過順
1コーナー,
2コーナー,"4,10(1,5,11)(2,7)9,8-3,6"
3コーナー,"4,10(1,5,11)(2,7)9,8-3,6"
4コーナー,"4(1,10)(5,11)(2,7)(9,8)-3,6"
