着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,マウントベル,牝5,56.0,オシェ,1:37.2,,1,3.6,35.5,美浦加藤征,506(+4)
2,7,12,メイショウホオズキ,牝6,56.0,松山,1:37.3,クビ,13,65.4,35.8,美浦高柳瑞,476(-4)
3,6,11,カプラローラ,牝5,56.0,岩田望,1:37.7,2.1/2,3,5.7,35.4,美浦菊沢,474(-6)
4,3,4,ファミリークレスト,牝5,56.0,横山和,1:37.8,クビ,2,4.7,35.7,美浦和田勇,434(-6)
5,5,9,グレノークス,牝4,56.0,三浦,1:37.8,クビ,9,18.2,36.0,美浦宮田,482(-4)
6,4,6,ラブベティー,牝5,56.0,松岡,1:37.9,クビ,14,66.2,35.9,美浦尾形,472(0)
7,2,3,オールマキシマム,牝4,56.0,永野,1:38.1,1.1/2,7,16.5,35.5,美浦奥平,448(-2)
8,6,10,リンクスルーファス,牝5,56.0,津村,1:38.2,1/2,11,49.0,35.8,美浦手塚,510(0)
9,4,7,メロウヴォイス,牝5,56.0,吉田豊,1:38.3,クビ,10,26.0,35.7,美浦上原博,464(+16)
10,8,14,ライジングラパス,牝4,56.0,菅原明,1:38.5,1.1/4,5,13.4,36.9,栗東宮本,430(-6)
11,8,15,ジューンポンポン,牝5,56.0,原,1:38.7,1.1/2,6,15.4,36.8,美浦和田勇,488(+2)
12,1,1,アーレンダール,牝5,56.0,石川,1:38.8,クビ,12,52.9,36.5,美浦宮田,500(0)
13,2,2,レディアス,牝4,56.0,内田博,1:39.0,1.1/4,15,79.8,37.3,美浦鈴木慎,450(+4)
14,5,8,マヴォロンテ,牝4,56.0,坂井,1:39.6,3.1/2,8,17.0,38.3,栗東松永幹,466(0)
中止,3,5,ギョウネン,牝4,56.0,田辺,,,4,6.3,,美浦竹内,438(+6)
