着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,カナテープ,牝4,56.0,松山,1:47.1,,1,2.3,32.6,美浦堀,466(+4)
2,8,12,ルージュカルミア,牝4,56.0,ルメー,1:47.4,2,2,2.9,32.6,美浦木村,414(+6)
3,6,8,ロジマンボ,牡4,58.0,北村宏,1:47.7,1.3/4,4,12.9,33.4,美浦古賀,484(+2)
4,5,6,マイネルケレリウス,牡3,56.0,石川,1:47.9,1.1/4,3,3.8,33.2,美浦奥村武,424(-4)
5,7,10,エトワールマタン,牝5,56.0,菅原明,1:48.0,1,12,120.9,33.0,美浦高柳瑞,456(+10)
6,1,1,アマイ,牝3,54.0,杉原,1:48.1,1/2,5,27.2,34.0,美浦伊藤大,446(+2)
7,7,9,ワンダーキサラ,牝4,56.0,柴田善,1:48.1,ハナ,9,54.0,33.9,栗東石橋,456(0)
8,5,5,マイネルダグラス,牡5,58.0,丹内,1:48.2,クビ,7,47.8,33.5,美浦相沢,508(+2)
9,3,3,ウインチェレステ,牡5,58.0,佐々木,1:48.3,3/4,11,120.5,33.7,美浦畠山,510(+8)
10,2,2,マイネルニコラス,牡4,58.0,柴田大,1:48.4,3/4,8,48.5,34.1,美浦高橋裕,514(-4)
11,6,7,オウケンボルト,牡4,58.0,丸山,1:48.5,1/2,6,45.1,33.6,美浦土田,454(0)
12,8,11,ヒットザシーン,牝5,56.0,石橋脩,1:48.6,1,10,116.7,34.1,美浦畠山,492(+14)
