着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,6,ピンキープロミス,牡3,55.0,木幡巧,2:14.3,,4,6.1,35.4,美浦畠山,462(-4)
2,1,1,サトノトルネード,牡3,55.0,戸崎圭,2:14.3,ハナ,1,3.1,35.6,美浦国枝,520(+4)
3,2,2,フロムナウオン,牡3,55.0,津村,2:14.3,アタマ,2,3.3,35.8,美浦手塚,532(-6)
4,3,3,テラフォーミング,牡4,58.0,大野,2:14.5,1,5,6.5,36.3,美浦相沢,484(-2)
5,5,5,セイウンパシュート,牡3,55.0,永野,2:14.6,3/4,3,4.6,35.8,美浦上原博,448(-4)
6,8,10,ラスターブラスター,牡3,55.0,石田,2:15.2,3.1/2,10,188.5,36.6,美浦宗像,498(0)
7,7,7,マイネルデステリョ,牡6,58.0,柴田大,2:15.2,クビ,6,23.2,36.6,美浦畠山,458(+6)
8,4,4,リーゼントジャンボ,牡5,58.0,菊沢,2:15.3,クビ,9,117.5,36.2,美浦小手川,548(+10)
9,7,8,ニジイロノコマ,牝4,56.0,嶋田,2:15.6,1.3/4,7,40.4,37.2,美浦松山,486(+10)
10,8,9,ユキノオウジサマ,セ4,58.0,藤田菜,2:16.4,5,8,71.1,38.2,美浦田島,504(-4)
