馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ロードマンハイム,牡4,坂井,栗東・友道,先行,3.1,2,2,,34.4,504(-2),京都,14,中1週,Y,,3,ロードカナロア,Shirocco,,B
2,2,ドットクルー,牡4,岩田望,栗東・笹田,差し,5.2,3,3,,33.8,468(+6),京都,14,中1週,Y,,3,ディーマジェスティ,ロードカナロア,,
3,3,ミエスペランサ,牝3,西村淳,栗東・池江,差し,2.3,1,1,,34.8,448(+16),阪神,70,中9週,Y,,2,リアルスティール,Frankel,,
4,4,エルディアブロ,牡6,藤岡佑,栗東・佐々木,,13.0,6,6,,36.0,458(+2),中京,70,中9週,Y,,3,キングカメハメハ,ジャングルポケット,,B
5,5,ストップザタイム,牡5,古川吉,栗東・昆,差し,6.8,4,5,,34.2,526(+2),阪神,412,中58週,Y,Y,3,ダイワメジャー,Raven's Pass,,
6,6,エバーシャドネー,牝5,武豊,栗東・藤岡,先行,11.1,5,6,,34.5,466(+20),小倉,475,中67週,Y,Y,3,ルーラーシップ,ハーツクライ,,
7,7,ブレバ,牡4,和田竜,栗東・中竹,差し,95.2,7,1,プロキオン,40.6,520(+18),川崎,60,中8週,,,0,ネロ,アドマイヤベガ,,
