コーナー,通過順
1コーナー,"4,16(5,14)(11,12)(3,8)15(6,9)13,7-2-1-10"
2コーナー,"(*4,16)14(5,11,12)3,8-15(6,9)13,7-2-1-10"
3コーナー,"4,16,12,8(14,3,11)7(5,13,15)9-(6,1,2)=10"
4コーナー,"(*4,7)(16,12)(3,8)9(1,14,13)11,2-(5,6,15)10"
