コーナー,通過順
1コーナー,"5-8(2,11)6(1,9)10-4-12-3,7"
2コーナー,"5-8(2,11)(1,6,9)10-4-12-3,7"
3コーナー,"5,8,11(2,9)6(1,10)(12,4)(7,3)"
4コーナー,"5(8,11)9(2,4)(6,10)(7,12)(1,3)"
