券種,組み合わせ,配当,人気
単勝,7,890,4
複勝,7,270,4
複勝,6,330,5
複勝,2,260,3
枠連,6-7,3960,13
馬連,6-7,3300,12
ワイド,6-7,760,12
ワイド,2-7,620,8
ワイド,2-6,770,11
馬単,7-6,6130,21
3連複,2-6-7,4690,17
3連単,7-6-2,34460,98
