馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ソウテン,牡4,武豊,美浦・加藤征,差し,11.4,6,6,,33.1,504(0),阪神,21,中2週,Y,,3,ロードカナロア,Dubawi,
2,2,アイルビーザワン,セ5,永野,美浦・田島,先行,108.3,13,1,4歳以上2勝クラス,37.1,484(-6),中山,13,中1週,Y,,3,アイルハヴアナザー,ダンスインザダーク,
3,3,シュバルツカイザー,セ5,大野,美浦・大竹,先行,90.1,12,13,,38.1,506(-8),東京,133,中18週,Y,,3,Dark Angel,Nashwan,
4,4,リーゼントフラム,牡6,吉田豊,栗東・矢作,先行,87.0,11,1,4歳以上2勝クラス,33.7,476(0),中京,62,中8週,Y,,3,ロードカナロア,アグネスタキオン,
5,4,バンデルオーラ,牡4,横山武,栗東・牧浦,差し,20.2,8,1,,34.5,468(-10),小倉,83,中11週,Y,,3,トーセンラー,サクラバクシンオー,
6,5,ドグマ,牡4,戸崎圭,栗東・武幸,先行,10.9,5,6,,35.4,492(-4),小倉,69,中9週,Y,,3,キタサンブラック,ブライアンズタイム,
7,5,アネゴハダ,牝4,菅原明,栗東・佐々木,先行,5.4,2,3,,33.7,444(-6),東京,147,中20週,Y,,3,キズナ,ウォーエンブレム,
8,6,ホウオウノーサイド,牡4,田辺,美浦・斎藤誠,差し,8.8,4,6,,33.6,482(+4),中山,28,中3週,Y,,3,キングカメハメハ,ヘクタープロテクター,
9,6,ブレスレスリー,牝4,Ｍデム,栗東・藤岡,差し,18.0,7,9,,35.1,458(-6),小倉,41,中5週,Y,,3,アメリカンペイトリオット,コマンズ,
10,7,ヨシノイースター,牡5,ルメー,栗東・中尾,先行,2.3,1,2,,34.0,480(-4),阪神,21,中2週,Y,,3,ルーラーシップ,ゼンノロブロイ,
11,7,ハーモニーマゼラン B,牡6,石橋脩,美浦・牧,先行,64.9,9,16,,40.5,520(-4),中山,13,中1週,Y,,3,ダイワメジャー,Sea The Stars,
12,8,ウィリン,牝4,坂井,美浦・林,,5.8,3,1,4歳以上2勝クラス,34.1,444(-4),中山,28,中3週,Y,,3,スクリーンヒーロー,マンハッタンカフェ,
13,8,ビーオンザマーチ,牝4,津村,美浦・林,先行,66.7,10,11,,35.2,462(-14),東京,56,中7週,Y,,3,モーリス,アグネスタキオン,
