馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,リネンマンボ,牡4,江田勇,美浦・南田,差し,64.2,8,14,3歳以上1勝クラス,39.1,474(+12),東京,126,中17週,Y,,3,ダンカーク,ダンスインザダーク,,
2,2,ミッチースマイル,牡3,石神深,美浦・松永康,差し,26.4,6,12,3歳未勝利,39.3,512(+14),新潟,147,中20週,Y,,3,ビーチパトロール,キングヘイロー,,
3,3,ゴーシェナイト,セ5,草野,美浦・黒岩,差し,6.3,3,7,障害3歳以上未勝利,13.3,486(+8),福島,83,中11週,Y,,3,キングカメハメハ,アグネスデジタル,,B
4,4,パープルアドミラル,牡4,金子,美浦・堀内,差し,7.3,4,5,障害3歳以上未勝利,13.5,446(+6),中京,20,中2週,Y,,3,シビルウォー,マンハッタンカフェ,,
5,5,エンジェルラウンド,牝4,五十嵐,美浦・新開,差し,13.1,5,5,障害3歳以上未勝利,13.4,462(+10),福島,91,中12週,Y,,3,ミッキーアイル,ゼンノロブロイ,,
6,6,クリノオデッセイ,牡3,井上,栗東・坂口,追込,97.6,10,12,障害3歳以上未勝利,14.1,462(-4),中京,20,中2週,Y,,3,ダノンシャーク,キンググローリアス,,
7,7,プリンセスララア,牝7,大江圭,美浦・的場,差し,6.1,2,4,障害3歳以上未勝利,13.4,430(+6),中京,27,中3週,Y,,3,スピルバーグ,ジェネラス,,
8,7,ノアフェイス,牡3,上野,美浦・武藤,差し,37.9,7,5,ムーンスト,38.6,514(-1),川崎,122,中16週,,,2,アメリカンペイトリオット,ダイワメジャー,,
9,8,サハラ,牡5,中村,美浦・粕谷,追込,79.0,9,11,障害3歳以上未勝利,14.0,498(+2),中京,20,中2週,Y,,3,ルーラーシップ,ディープインパクト,,
10,8,ローディアマント,セ4,,美浦・尾関,,1.6,1,2,障害3歳以上未勝利,13.3,478(+2),福島,91,中12週,Y,,3,サトノダイヤモンド,New Approach,,
