コーナー,通過順
1コーナー,"13=9-1-2-(3,10)=(11,14)5(7,8)=6,12,4"
2コーナー,"13=9-1-(2,10)3=11,5,14(7,8)=(6,12)-4"
3コーナー,"13=1,9,3-2,10=(5,8)-11-6-(7,12)14-4"
4コーナー,"13=1=3-9-10-2=(5,8)=11-6-(7,12)4=14"
