券種,組み合わせ,配当,人気
単勝,11,370,1
複勝,11,170,1
複勝,7,250,4
複勝,12,550,9
枠連,4-6,910,3
馬連,7-11,1650,4
ワイド,7-11,610,5
ワイド,11-12,1490,14
ワイド,7-12,2590,31
馬単,11-7,3000,8
3連複,7-11-12,10290,31
3連単,11-7-12,37690,100
