着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,4,ロードマイライフ,牡4,58.0,小沢,1:08.3,,2,3.7,34.3,栗東杉山晴,504(-2)
2,1,1,ソングオブライフ,牡4,58.0,三浦,1:08.4,1/2,1,2.8,34.6,栗東森田,496(-6)
3,2,2,ライクアフラワー,牡5,58.0,石神深,1:08.6,1.1/4,4,7.9,34.3,美浦松永康,504(-2)
4,7,13,ブライトアゲイン,牝4,56.0,石川,1:08.9,2,6,16.1,34.9,栗東森秀,478(-2)
5,7,12,モリノレッドスター,牝4,56.0,丸山,1:09.0,クビ,3,5.1,34.4,美浦鈴木伸,476(+2)
6,5,9,クリノハレルヤ,牝4,56.0,角田和,1:09.0,ハナ,5,14.0,35.6,栗東武英,478(-4)
7,4,7,ヒーローインチーフ,セ4,58.0,斎藤,1:09.0,クビ,7,18.0,34.3,栗東吉田,452(0)
8,4,6,ビーコング,牡4,58.0,菊沢,1:09.0,クビ,9,26.5,34.7,美浦小手川,490(-2)
9,8,14,レオエンプレス,牝4,56.0,国分恭,1:09.4,2.1/2,12,159.3,34.6,美浦奥平,490(+12)
10,8,15,アナレクタ,牡4,58.0,荻野極,1:09.8,2,13,189.9,35.5,栗東千田,476(+10)
11,2,3,キガン,牝5,56.0,横山琉,1:09.9,1,11,142.1,34.9,美浦小島,478(0)
12,6,10,ナックアテナ,牝4,56.0,木幡初,1:10.0,クビ,10,130.0,35.9,美浦杉浦,478(-2)
13,5,8,ホウオウドルーリー,牝4,56.0,古川吉,1:10.2,1,8,18.5,36.4,栗東宮,472(-2)
14,3,5,ミニマルデザイン,牝4,56.0,秋山稔,1:10.3,3/4,14,195.1,36.0,美浦岩戸,458(-2)
15,6,11,カゲンノツキ,牝4,56.0,永島,1:11.9,10,15,255.2,37.0,美浦勢司,432(0)
