着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,14,アマルナ,牝5,56.0,松山,0:58.8,,6,18.7,36.5,栗東東田,460(-6)
2,5,8,ファムエレガンテ,牝3,53.0,団野,0:58.9,3/4,1,3.0,36.5,栗東中村,472(-4)
3,2,2,エコロネオ,牡4,58.0,松若,0:59.0,3/4,7,21.8,34.7,栗東森秀,480(-4)
4,5,7,ゼンノツキヨミ,牝4,56.0,秋山稔,0:59.1,クビ,13,121.3,35.9,栗東秋山,446(0)
5,4,5,パルプフィクション,牝4,56.0,北村友,0:59.3,1.1/2,5,10.9,35.8,栗東飯田,438(+2)
6,1,1,フォルティーナ,牝5,56.0,太宰,0:59.3,ハナ,11,56.0,35.6,栗東石橋,440(-12)
7,3,4,ゲッティヴィラ,牡3,55.0,吉村,0:59.4,クビ,4,6.4,35.7,栗東小栗,444(-6)
8,4,6,ディーエスショウマ,牡3,55.0,幸,0:59.6,1.1/4,3,4.8,36.8,栗東橋口,462(0)
9,8,13,マリブパイン,牝6,56.0,国分優,0:59.6,クビ,9,30.1,35.8,栗東大根田,504(+14)
10,3,3,ペプチドシュチク,牡4,58.0,高倉,0:59.7,クビ,14,210.9,36.4,栗東武英,482(-4)
11,7,12,ルソレイユ,牡5,58.0,和田竜,1:00.0,2,10,50.9,37.7,栗東北出,512(-2)
12,6,10,セントールビースト,牡3,55.0,田山,1:00.8,5,8,22.5,38.5,栗東羽月,422(0)
13,6,9,テンクウフラワー,牝6,56.0,河原田,1:00.8,クビ,12,62.1,38.3,栗東渡辺,438(-6)
14,7,11,アスタールフナ,牝3,53.0,高杉,1:02.3,9,2,4.3,35.7,栗東中竹,448(+8)
