馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ウィズユアドリーム,牡3,戸崎圭,栗東・吉岡,,19.8,7,10,,35.9,504(-2),中山,69,中9週,Y,,3,サトノダイヤモンド,ディスクリートキャット,
2,2,エスコバル,セ5,モレイ,美浦・堀,差し,16.9,4,5,,33.0,522(+2),東京,22,中2週,Y,,3,モーリス,キングカメハメハ,
3,3,フィデル,牡4,マーカ,栗東・友道,先行,84.5,12,10,,33.3,494(+6),東京,182,中25週,Y,Y,3,ハーツクライ,Bernstein,
4,4,トーセンリョウ,牡4,和田竜,美浦・加藤征,先行,18.5,6,4,,33.2,460(-2),東京,22,中2週,Y,,3,ディープインパクト,Hawk Wing,
5,4,リフレーミング,牡5,田辺,栗東・鮫島,差し,24.6,8,3,,34.8,472(-4),東京,35,中4週,Y,,3,キングヘイロー,バトルプラン,
6,5,フレーヴァード,牡3,ルメー,美浦・大竹,差し,4.2,2,1,,34.2,444(-2),中山,69,中9週,Y,,3,モーリス,マンハッタンカフェ,
7,5,ロードデルレイ,牡3,川田,栗東・中内田,差し,1.7,1,4,,33.5,474(-4),阪神,63,中8週,Y,,3,ロードカナロア,ハーツクライ,
8,6,ルドヴィクス,牡5,横山和,美浦・久保田,先行,74.9,11,6,,36.1,522(-4),新潟,29,中3週,Y,,3,モーリス,シンボリクリスエス,
9,6,シェルビーズアイ,牡4,松田,栗東・武英,差し,201.8,13,5,,35.6,486(+10),阪神,245,中34週,Y,Y,3,ハービンジャー,ゼンノロブロイ,
10,7,サスツルギ,牡3,ビュイ,美浦・木村,差し,10.3,3,9,,33.7,492(+6),阪神,63,中8週,Y,,3,ハーツクライ,Dalakhani,
11,7,ワイドエンペラー,牡5,内田博,栗東・藤岡,差し,33.1,9,2,,33.9,492(-2),東京,35,中4週,Y,,3,ルーラーシップ,アグネスタキオン,
12,8,マイネルモーント,牡3,Ｍデム,美浦・高木,差し,18.2,5,4,,35.8,450(0),新潟,29,中3週,Y,,3,ゴールドシップ,ロージズインメイ,
13,8,マイネルケレリウス,牡3,石川,美浦・奥村武,差し,39.0,10,1,3歳以上2勝クラス,33.3,432(+4),東京,22,中2週,Y,,3,ルーラーシップ,アグネスタキオン,
