券種,組み合わせ,配当,人気
単勝,15,1830,8
複勝,15,540,8
複勝,14,450,7
複勝,6,190,2
枠連,8-8,11330,27
馬連,14-15,12210,39
ワイド,14-15,3270,39
ワイド,6-15,1540,17
ワイド,6-14,1060,13
馬単,15-14,26670,81
3連複,6-14-15,19870,74
3連単,15-14-6,148840,517
