コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"6,8(3,10)(5,7,13,16)(1,15)2(4,9)12,11,14"
4コーナー,"(*6,8,10)(3,16)(5,7)(1,13)2,15(4,9)12(11,14)"
