コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*6,7)9(1,10)(5,12,14)4,3(8,13)-15,2,16-11"
4コーナー,"(*6,7)-(1,9)(4,5,10)(12,14)3-(2,8)-15,16-11,13"
