券種,組み合わせ,配当,人気
単勝,8,330,2
複勝,8,120,2
複勝,4,120,1
複勝,5,260,5
枠連,4-7,370,1
馬連,4-8,410,1
ワイド,4-8,200,1
ワイド,5-8,660,8
ワイド,4-5,540,7
馬単,8-4,890,3
3連複,4-5-8,1910,6
3連単,8-4-5,6130,17
