コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"2,15(8,13)14(3,6,9)16,7(1,11,12)(4,10)-5"
4コーナー,"(*2,15)13(8,14)(3,6,9,16)(1,7,11,12)4-10,5"
