馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,スナークラファエロ,牡3,富田,栗東・野中,,21.0,8,,,,478(0),,,,,,,リアルスティール,フォーティナイナーズサン,,
2,2,タンタルイーズ,牝3,佐々木,美浦・上原佑,,22.0,9,,,,402(0),,,,,,,ハービンジャー,ディープインパクト,,B
3,3,インテグレイト,牡3,藤岡佑,栗東・四位,,6.4,4,,,,496(0),,,,,,,キタサンブラック,Kitten's Joy,,
4,3,ミッキーストライク,牡3,,栗東・矢作,,5.0,2,,,,516(0),,,,,,,ドゥラメンテ,Vale of York,,
5,4,キタサンバンビーナ,牝3,河原田,栗東・梅田,,18.3,7,,,,416(0),,,,,,,キタサンブラック,Violence,,
6,4,エグザルテーション,牝3,角田和,栗東・渡辺,,44.8,11,,,,444(0),,,,,,,ハービンジャー,アグネスタキオン,,
7,5,ジミーバローズ,牡3,菱田,栗東・石坂,,9.9,5,,,,488(0),,,,,,,ドゥラメンテ,Candy Ride,,
8,5,スターズウィーク,牡3,小沢,栗東・武英,,111.8,14,,,,504(0),,,,,,,レイデオロ,スペシャルウィーク,,
9,6,アールヴヘイム,牝3,斎藤,栗東・小崎,,101.5,13,,,,424(0),,,,,,,Arrogate,Harlan's Holiday,,
10,6,ルクスクロワール,牡3,永島,栗東・新谷,,39.6,10,,,,460(0),,,,,,,サトノクラウン,ディープインパクト,,
11,7,グランアルティスタ,牡3,藤岡康,栗東・寺島,,5.3,3,,,,510(0),,,,,,,ミッキーロケット,スペシャルウィーク,,
12,7,ロイドバローズ,牡3,松若,栗東・渡辺,,45.1,12,,,,474(0),,,,,,,ロジャーバローズ,クロフネ,,
13,8,ヘルト,牡3,松本,栗東・森秀,,13.5,6,,,,458(0),,,,,,,ブリックスアンドモルタル,ディープインパクト,,
14,8,メルトユアハート,牝3,鮫島駿,栗東・長谷川,,3.3,1,,,,496(0),,,,,,,ロードカナロア,ディープインパクト,,
