コーナー,通過順
1コーナー,"(*12,2)14(1,5)9,8(7,13)10,15-3,11-(4,6)"
2コーナー,"(*12,2)(1,5,14)-(7,8,9)-(10,13)15,3,11(4,6)"
3コーナー,"(*12,2)-1(5,14)(7,9)(10,8)13(15,6)(11,3)4"
4コーナー,"(*12,2)1,5(7,9)(10,8,13,6)(15,3)11,4,14"
