コーナー,通過順
1コーナー,"2-5,10,6(1,12)11-7-9-8(3,4)"
2コーナー,"2,10(5,1,12)6-11-7-(9,4)3,8"
3コーナー,"2-12,10-1,6-(5,11)-7-4,3-9=8"
4コーナー,"2-12(10,1)-6(5,11)-(7,4,3)-9=8"
