券種,組み合わせ,配当,人気
単勝,10,610,3
複勝,10,180,3
複勝,12,130,1
複勝,14,330,6
枠連,5-6,930,2
馬連,10-12,910,2
ワイド,10-12,390,2
ワイド,10-14,1280,17
ワイド,12-14,650,4
馬単,10-12,2490,8
3連複,10-12-14,3430,9
3連単,10-12-14,23070,66
