券種,組み合わせ,配当,人気
単勝,6,240,1
複勝,6,130,2
複勝,3,420,7
複勝,7,180,3
枠連,3-6,5170,15
馬連,3-6,5610,17
ワイド,3-6,1340,13
ワイド,6-7,300,2
ワイド,3-7,2400,24
馬単,6-3,7210,25
3連複,3-6-7,6890,23
3連単,6-3-7,43420,134
